user_id,username,login_date,game_genre,device,session_duration,score,in_game_purchase
909,user_909,2024-02-02,RPG,Console,191,73.6,13.02
910,user_910,2024-05-29,RPG,PC,125,67.1,0.88
911,user_911,2024-01-21,Sports,PC,33,52.3,16.88
912,user_912,2024-03-10,RPG,Console,38,79.8,1.15
913,user_913,2024-04-21,Casual,PC,180,100.0,6.77
914,user_914,2024-01-04,Action,PC,162,75.3,3.96
915,user_915,2024-04-03,Casual,Mobile,237,78.4,10.79
916,user_916,2024-03-15,Casual,Mobile,131,85.4,4.04
917,user_917,2024-03-02,RPG,Mobile,197,56.0,3.82
918,user_918,2024-04-03,Action,Mobile,99,100.0,1.09
919,user_919,2024-04-04,RPG,PC,239,78.0,0.91
920,user_920,2024-05-31,Strategy,Console,74,99.5,12.41
921,user_921,2024-02-24,RPG,PC,93,64.0,1.99
922,user_922,2024-05-16,RPG,PC,128,100.0,2.33
923,user_923,2024-05-10,RPG,PC,165,86.6,7.13
924,user_924,2024-01-31,Action,Mobile,25,83.3,2.07
925,user_925,2024-02-09,RPG,Mobile,184,78.5,15.19
926,user_926,2024-02-05,Action,Mobile,218,71.3,6.7
927,user_927,2024-05-31,Sports,Console,113,93.0,4.55
928,user_928,2024-01-06,Strategy,PC,101,77.1,10.64
929,user_929,2024-03-06,Action,Console,195,45.5,0.25
930,user_930,2024-03-15,Sports,Mobile,213,58.2,1.49
931,user_931,2024-01-04,Action,Console,36,72.2,3.13
932,user_932,2024-03-19,Action,PC,190,79.6,1.29
933,user_933,2024-05-13,Strategy,PC,179,74.2,6.81
934,user_934,2024-04-27,Casual,Mobile,196,93.3,12.58
935,user_935,2024-04-22,Casual,Mobile,184,45.7,2.76
936,user_936,2024-04-03,Action,Console,231,77.2,2.09
937,user_937,2024-06-27,RPG,Mobile,171,47.7,16.29
938,user_938,2024-03-02,Sports,Mobile,174,86.4,2.94
939,user_939,2024-03-19,RPG,PC,143,73.6,3.36
940,user_940,2024-05-15,RPG,Mobile,144,81.3,2.17
941,user_941,2024-01-26,Action,Mobile,233,62.0,12.01
942,user_942,2024-06-27,Action,PC,233,94.2,4.21
943,user_943,2024-06-21,Action,PC,162,90.6,7.18
944,user_944,2024-02-13,Action,Console,42,83.8,8.35
945,user_945,2024-05-12,Casual,Mobile,64,73.1,2.09
946,user_946,2024-03-10,Action,PC,195,83.7,2.84
947,user_947,2024-06-02,Casual,Console,16,64.4,9.43
948,user_948,2024-04-27,Casual,Console,66,87.8,2.26
949,user_949,2024-03-08,Action,Mobile,135,99.7,7.9
950,user_950,2024-01-19,Strategy,Mobile,21,91.1,14.15
951,user_951,2024-01-20,Sports,Console,25,64.1,4.88
952,user_952,2024-04-22,RPG,PC,217,80.4,6.77
953,user_953,2024-05-19,Casual,Console,52,55.6,8.18
954,user_954,2024-02-16,Sports,Mobile,126,83.6,9.32
955,user_955,2024-01-01,Strategy,PC,237,81.8,2.51
956,user_956,2024-03-30,RPG,PC,214,47.0,0.26
957,user_957,2024-05-21,RPG,Console,144,57.6,2.57
958,user_958,2024-03-04,Casual,Mobile,237,70.8,5.6
959,user_959,2024-02-07,Action,Console,120,70.5,2.99
960,user_960,2024-02-06,Strategy,Console,60,56.9,6.91
961,user_961,2024-05-05,Casual,Console,210,80.8,2.21
962,user_962,2024-05-18,Strategy,PC,169,78.8,5.04
963,user_963,2024-04-09,Action,PC,84,72.1,1.03
964,user_964,2024-03-17,Action,Mobile,17,63.7,6.92
965,user_965,2024-01-03,Casual,Mobile,234,90.7,3.94
966,user_966,2024-06-09,Action,Console,224,99.8,1.14
967,user_967,2024-05-13,Sports,Console,226,67.7,1.73
968,user_968,2024-06-26,RPG,Console,209,65.8,6.9
969,user_969,2024-01-10,Casual,Mobile,54,82.4,3.29
970,user_970,2024-01-05,Strategy,PC,223,69.6,1.22
971,user_971,2024-05-30,Sports,PC,68,72.9,17.1
972,user_972,2024-05-17,Casual,Console,141,86.1,6.28
973,user_973,2024-06-20,Action,Console,113,46.4,15.75
974,user_974,2024-05-09,Action,Console,204,94.8,2.79
975,user_975,2024-01-13,Action,Console,166,76.1,3.22
976,user_976,2024-06-16,Action,Mobile,166,68.8,11.41
977,user_977,2024-05-09,Strategy,PC,107,73.7,3.72
978,user_978,2024-03-24,Sports,Console,235,74.4,6.14
979,user_979,2024-03-05,RPG,Mobile,165,49.0,1.45
980,user_980,2024-03-03,Strategy,Console,214,97.4,2.96
981,user_981,2024-04-10,Strategy,Console,88,75.6,0.66
982,user_982,2024-03-13,RPG,PC,133,81.6,1.15
983,user_983,2024-01-17,RPG,Console,224,89.3,0.0
984,user_984,2024-01-09,Action,PC,181,59.7,0.2
985,user_985,2024-05-22,Strategy,PC,227,82.1,18.92
986,user_986,2024-05-31,Casual,PC,13,71.0,1.39
987,user_987,2024-02-07,RPG,Mobile,99,87.7,5.44
988,user_988,2024-06-11,RPG,Mobile,113,43.1,9.13
989,user_989,2024-04-03,Sports,PC,146,73.5,4.0
990,user_990,2024-04-04,Casual,Console,128,66.0,0.83
991,user_991,2024-02-18,Casual,PC,142,81.5,6.51
992,user_992,2024-03-09,RPG,Console,65,82.1,4.58
993,user_993,2024-03-02,Action,PC,105,64.4,6.57
994,user_994,2024-06-26,Sports,Console,221,64.3,7.34
995,user_995,2024-03-18,Casual,Mobile,187,73.3,18.53
996,user_996,2024-04-26,RPG,Console,84,61.6,4.26
997,user_997,2024-04-29,Casual,PC,152,87.6,2.09
998,user_998,2024-05-16,Sports,Mobile,41,69.5,5.23
999,user_999,2024-06-10,Sports,Console,37,31.4,0.35
1000,user_1000,2024-03-16,Strategy,Console,31,69.4,11.38
